subject,predicate,object
http://purl.obolibrary.org/obo/DOID_13543,Class ID_0,http://purl.obolibrary.org/obo/DOID_13543
http://purl.obolibrary.org/obo/DOID_13544,Preferred Label,"[""low tension glaucoma""]"
http://purl.obolibrary.org/obo/DOID_13544,Parents,http://purl.obolibrary.org/obo/DOID_1067
http://purl.obolibrary.org/obo/DOID_13544,http://data.bioontology.org/metadata/prefixIRI,DOID:13544
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref,UMLS_CUI:C0152136
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:193567005
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:50485007
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:155124000
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_3,ICD10CM:H40.12
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_4,MESH:D057066
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasDbXref_5,ICD9CM:365.12
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasExactSynonym,Normal tension glaucoma
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_13544,http://purl.obolibrary.org/obo/id,DOID:13544
http://purl.obolibrary.org/obo/DOID_13544,http://www.w3.org/2000/01/rdf-schema#label,low tension glaucoma
http://purl.obolibrary.org/obo/DOID_13544,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_13544,Class ID_0,http://purl.obolibrary.org/obo/DOID_13544
http://www.drugtargetontology.org/dto/DTO_62000062,Preferred Label,"[""LEU172 in S6K1""]"
http://www.drugtargetontology.org/dto/DTO_62000062,Parents,http://purl.obolibrary.org/obo/CHEBI_30006
http://www.drugtargetontology.org/dto/DTO_62000062,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000062,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000062
http://www.drugtargetontology.org/dto/DTO_62000062,http://www.w3.org/2000/01/rdf-schema#label,LEU172 in S6K1
http://www.drugtargetontology.org/dto/DTO_62000062,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000062
http://www.drugtargetontology.org/dto/DTO_03300313,Preferred Label,"[""ROCK subfamily""]"
http://www.drugtargetontology.org/dto/DTO_03300313,Parents,http://www.drugtargetontology.org/dto/DTO_03300145
http://www.drugtargetontology.org/dto/DTO_03300313,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03300313
http://www.drugtargetontology.org/dto/DTO_03300313,http://www.w3.org/2000/01/rdf-schema#label,ROCK subfamily
http://www.drugtargetontology.org/dto/DTO_03300313,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03300313
http://www.drugtargetontology.org/dto/DTO_02200592,Preferred Label,"[""OR4K3 gene""]"
http://www.drugtargetontology.org/dto/DTO_02200592,Definitions,"An olfactory receptor 4K3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96R72] "
http://www.drugtargetontology.org/dto/DTO_02200592,Parents,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02200592,definition,"An olfactory receptor 4K3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q96R72] "
http://www.drugtargetontology.org/dto/DTO_02200592,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200592
http://www.drugtargetontology.org/dto/DTO_02200592,http://www.drugtargetontology.org/dto/entrez_xref,283617
http://www.drugtargetontology.org/dto/DTO_02200592,http://www.drugtargetontology.org/dto/geneSymbol,OR4K3
http://www.drugtargetontology.org/dto/DTO_02200592,http://www.drugtargetontology.org/dto/geneSynonym,OR4K3P
http://www.drugtargetontology.org/dto/DTO_02200592,http://www.w3.org/2000/01/rdf-schema#label,OR4K3 gene
http://www.drugtargetontology.org/dto/DTO_02200592,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200592
http://purl.obolibrary.org/obo/BTO_0001421,Preferred Label,"[""uterine cervix""]"
http://purl.obolibrary.org/obo/BTO_0001421,Definitions,A constricted portion of an organ or part; especially: the narrow outer end of the uterus.
http://purl.obolibrary.org/obo/BTO_0001421,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0001421,Parents_0,http://purl.obolibrary.org/obo/UBERON_0001062
http://purl.obolibrary.org/obo/BTO_0001421,definition,A constricted portion of an organ or part; especially: the narrow outer end of the uterus.
http://purl.obolibrary.org/obo/BTO_0001421,http://data.bioontology.org/metadata/prefixIRI,BTO:0001421
http://purl.obolibrary.org/obo/BTO_0001421,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0001421,http://purl.obolibrary.org/obo/hasRelatedSynonym,cervix
http://purl.obolibrary.org/obo/BTO_0001421,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,neck of uterus
http://purl.obolibrary.org/obo/BTO_0001421,http://purl.obolibrary.org/obo/hasRelatedSynonym_1,cervix of uterus
http://purl.obolibrary.org/obo/BTO_0001421,http://purl.obolibrary.org/obo/id,BTO:0001421
http://purl.obolibrary.org/obo/BTO_0001421,http://www.w3.org/2000/01/rdf-schema#label,uterine cervix
http://purl.obolibrary.org/obo/BTO_0001421,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0001421,Class ID_0,http://purl.obolibrary.org/obo/BTO_0001421
http://purl.obolibrary.org/obo/DOID_2462,Preferred Label,"[""retinal vascular disease""]"
http://purl.obolibrary.org/obo/DOID_2462,Parents,http://purl.obolibrary.org/obo/DOID_5679
http://purl.obolibrary.org/obo/DOID_2462,Parents_0,http://purl.obolibrary.org/obo/DOID_178
http://purl.obolibrary.org/obo/DOID_2462,http://data.bioontology.org/metadata/prefixIRI,DOID:2462
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/hasDbXref,NCI:C35170
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:57534004
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/hasDbXref_1,UMLS_CUI:C0154833
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/hasExactSynonym,retina circulation disorder
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_2462,http://purl.obolibrary.org/obo/id,DOID:2462
http://purl.obolibrary.org/obo/DOID_2462,http://www.w3.org/2000/01/rdf-schema#label,retinal vascular disease
http://purl.obolibrary.org/obo/DOID_2462,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_2462,Class ID_0,http://purl.obolibrary.org/obo/DOID_2462
http://www.drugtargetontology.org/dto/DTO_00217532,Preferred Label,"[""RARA gene""]"
http://www.drugtargetontology.org/dto/DTO_00217532,Definitions,"This gene represents a nuclear retinoic acid receptor. The encoded protein, retinoic acid receptor alpha, regulates transcription in a ligand-dependent manner. This gene has been implicated in regulation of development, differentiation, apoptosis, granulopoeisis, and transcription of clock genes. Translocations between this locus and several other loci have been associated with acute promyelocytic leukemia. Alternatively spliced transcript variants have been found for this locus.[provided by RefSeq, Sep 2010]"
http://www.drugtargetontology.org/dto/DTO_00217532,Parents,http://www.drugtargetontology.org/dto/DTO_00217461
http://www.drugtargetontology.org/dto/DTO_00217532,definition,"This gene represents a nuclear retinoic acid receptor. The encoded protein, retinoic acid receptor alpha, regulates transcription in a ligand-dependent manner. This gene has been implicated in regulation of development, differentiation, apoptosis, granulopoeisis, and transcription of clock genes. Translocations between this locus and several other loci have been associated with acute promyelocytic leukemia. Alternatively spliced transcript variants have been found for this locus.[provided by RefSeq, Sep 2010]"
http://www.drugtargetontology.org/dto/DTO_00217532,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_00217532
http://www.drugtargetontology.org/dto/DTO_00217532,http://www.drugtargetontology.org/dto/entrez_xref,5914
http://www.drugtargetontology.org/dto/DTO_00217532,http://www.drugtargetontology.org/dto/geneSymbol,RARA
http://www.drugtargetontology.org/dto/DTO_00217532,http://www.drugtargetontology.org/dto/geneSynonym,NR1B1
http://www.drugtargetontology.org/dto/DTO_00217532,http://www.w3.org/2000/01/rdf-schema#label,RARA gene
http://www.drugtargetontology.org/dto/DTO_00217532,Class ID_0,http://www.drugtargetontology.org/dto/DTO_00217532
http://purl.obolibrary.org/obo/DOID_1920,Preferred Label,"[""hyperuricemia""]"
http://purl.obolibrary.org/obo/DOID_1920,Definitions,An acquired metabolic disease that has_material_basis_in an abnormally high level of uric acid in the blood.
http://purl.obolibrary.org/obo/DOID_1920,Parents,http://purl.obolibrary.org/obo/DOID_0060158
http://purl.obolibrary.org/obo/DOID_1920,definition,An acquired metabolic disease that has_material_basis_in an abnormally high level of uric acid in the blood.
http://purl.obolibrary.org/obo/DOID_1920,http://data.bioontology.org/metadata/prefixIRI,DOID:1920
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref,SNOMEDCT_US_2016_03_01:166733000
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_0,NCI:C3961
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:271198001
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:237857006
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_3,UMLS_CUI:C0740394
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_4,MESH:D033461
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_5,SNOMEDCT_US_2016_03_01:144021008
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasDbXref_6,SNOMEDCT_US_2016_03_01:35885006
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasExactSynonym,uricacidemia
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasExactSynonym_0,(Blood urate raized) or (hyperuricemia)
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_1920,http://purl.obolibrary.org/obo/id,DOID:1920
http://purl.obolibrary.org/obo/DOID_1920,http://www.w3.org/2000/01/rdf-schema#label,hyperuricemia
http://purl.obolibrary.org/obo/DOID_1920,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_1920,Class ID_0,http://purl.obolibrary.org/obo/DOID_1920
http://www.drugtargetontology.org/dto/DTO_02200700,Preferred Label,"[""OR8I2 gene""]"
http://www.drugtargetontology.org/dto/DTO_02200700,Definitions,"An olfactory receptor 8I2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8N0Y5] "
http://www.drugtargetontology.org/dto/DTO_02200700,Parents,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02200700,definition,"An olfactory receptor 8I2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8N0Y5] "
http://www.drugtargetontology.org/dto/DTO_02200700,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200700
http://www.drugtargetontology.org/dto/DTO_02200700,http://www.drugtargetontology.org/dto/entrez_xref,120586
http://www.drugtargetontology.org/dto/DTO_02200700,http://www.drugtargetontology.org/dto/geneSymbol,OR8I2
http://www.drugtargetontology.org/dto/DTO_02200700,http://www.w3.org/2000/01/rdf-schema#label,OR8I2 gene
http://www.drugtargetontology.org/dto/DTO_02200700,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200700
http://purl.obolibrary.org/obo/CHEBI_80338,Preferred Label,"[""Calcitonin gene-related peptide 2""]"
http://purl.obolibrary.org/obo/CHEBI_80338,Parents,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/CHEBI_80338,database_cross_reference,KEGG:C16126
http://purl.obolibrary.org/obo/CHEBI_80338,has_obo_namespace,chebi_ontology
http://purl.obolibrary.org/obo/CHEBI_80338,has_related_synonym,beta-CGRP
http://purl.obolibrary.org/obo/CHEBI_80338,has_related_synonym_0,Calcitonin-related polypeptide beta
http://purl.obolibrary.org/obo/CHEBI_80338,http://data.bioontology.org/metadata/prefixIRI,CHEBI:80338
http://purl.obolibrary.org/obo/CHEBI_80338,http://www.geneontology.org/formats/oboInOwl#id,CHEBI:80338
http://purl.obolibrary.org/obo/CHEBI_80338,http://www.w3.org/2000/01/rdf-schema#label,Calcitonin gene-related peptide 2
http://purl.obolibrary.org/obo/CHEBI_80338,http://www.w3.org/2004/02/skos/core#notation,CHEBI:80338
http://purl.obolibrary.org/obo/CHEBI_80338,imported from,http://purl.obolibrary.org/obo/chebi.owl
http://purl.obolibrary.org/obo/CHEBI_80338,in_subset,http://purl.oboInOwllibrary.org/oboInOwl/chebi#2_STAR
http://purl.obolibrary.org/obo/CHEBI_80338,Class ID_0,http://purl.obolibrary.org/obo/CHEBI_80338
http://www.drugtargetontology.org/dto/DTO_02100443,Preferred Label,"[""Putative olfactory receptor 56b2""]"
http://www.drugtargetontology.org/dto/DTO_02100443,Parents,http://www.drugtargetontology.org/dto/DTO_02300013
http://www.drugtargetontology.org/dto/DTO_02100443,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100443
http://www.drugtargetontology.org/dto/DTO_02100443,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q8NGI1
http://www.drugtargetontology.org/dto/DTO_02100443,http://www.drugtargetontology.org/dto/geneSymbol,OR56B2P
http://www.drugtargetontology.org/dto/DTO_02100443,http://www.drugtargetontology.org/dto/uniprot_xref,Q8NGI1
http://www.drugtargetontology.org/dto/DTO_02100443,http://www.w3.org/2000/01/rdf-schema#label,Putative olfactory receptor 56b2
http://www.drugtargetontology.org/dto/DTO_02100443,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100443
http://www.drugtargetontology.org/dto/DTO_03100267,Preferred Label,"[""Lim domain kinase 1""]"
http://www.drugtargetontology.org/dto/DTO_03100267,Definitions,"A LIM domain kinase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53667] "
http://www.drugtargetontology.org/dto/DTO_03100267,Definitions_0,LIM domain kinase 1 (LIMK1)  with  no mutation  in a nonphosphorylated state
http://www.drugtargetontology.org/dto/DTO_03100267,Parents,http://www.drugtargetontology.org/dto/DTO_03300283
http://www.drugtargetontology.org/dto/DTO_03100267,definition,"A LIM domain kinase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53667] "
http://www.drugtargetontology.org/dto/DTO_03100267,definition_0,LIM domain kinase 1 (LIMK1)  with  no mutation  in a nonphosphorylated state
http://www.drugtargetontology.org/dto/DTO_03100267,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03100267
http://www.drugtargetontology.org/dto/DTO_03100267,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/P53667
http://www.drugtargetontology.org/dto/DTO_03100267,http://www.drugtargetontology.org/dto/geneSymbol,LIMK1
http://www.drugtargetontology.org/dto/DTO_03100267,http://www.drugtargetontology.org/dto/geneSynonym,LIMK
http://www.drugtargetontology.org/dto/DTO_03100267,http://www.drugtargetontology.org/dto/uniprot_xref,P53667
http://www.drugtargetontology.org/dto/DTO_03100267,http://www.w3.org/2000/01/rdf-schema#label,Lim domain kinase 1
http://www.drugtargetontology.org/dto/DTO_03100267,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03100267
http://purl.obolibrary.org/obo/DOID_5419,Preferred Label,"[""schizophrenia""]"
http://purl.obolibrary.org/obo/DOID_5419,Definitions,A psychotic disorder that is characterized by a disintegration of thought processes and of emotional responsiveness.
http://purl.obolibrary.org/obo/DOID_5419,Parents,http://purl.obolibrary.org/obo/DOID_2468
http://purl.obolibrary.org/obo/DOID_5419,definition,A psychotic disorder that is characterized by a disintegration of thought processes and of emotional responsiveness.
http://purl.obolibrary.org/obo/DOID_5419,http://data.bioontology.org/metadata/prefixIRI,DOID:5419
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasAlternativeId,DOID:14734
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref,MESH:D012559
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_0,OMIM:608078
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_1,ICD9CM:295.8
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_2,OMIM:613959
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_3,HP:0100753
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_4,OMIM:615232
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_5,OMIM:603013
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_6,OMIM:603175
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_7,OMIM:608543
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_8,OMIM:603342
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_9,OMIM:605419
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_10,ICD9CM:295.80
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_11,OMIM:600511
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_12,OMIM:612361
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_13,OMIM:613025
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_14,OMIM:604906
http://purl.obolibrary.org/obo/DOID_5419,http://purl.obolibrary.org/obo/hasDbXref_15,OMIM:600850
